Word,Few_Raters,Prototypicality_Mean,Prototypicality_SD,Prototypicality_NRaters,Prototypicality_%Raters,Valence_Mean,Valence_SD,Valence_NRaters,Valence_%Raters,Valence_Source,Arousal_Mean,Arousal_SD,Arousal_NRaters,Arousal_%Raters,Arousal_Source,Happiness_Mean,Happiness_SD,Happiness_NRaters,Happiness_%Raters,Happiness_Source,Disgust_Mean,Disgust_SD,Disgust_NRaters,Disgust_%Raters,Disgust_Source,Anger_Mean,Anger_SD,Anger_NRaters,Anger_%Raters,Anger_Source,Fear_Mean,Fear_SD,Fear_NRaters,Fear_%Raters,Fear_Source,Sadness_Mean,Sadness_SD,Sadness_NRaters,Sadness_%Raters,Sadness_Source,AoA_Mean,AoA_SD,AoA_NRaters,AoA_%Raters,AoA_Source,Concreteness_Mean,Concreteness_SD,Concreteness_NRaters,Concreteness_%Raters,Concreteness_Source,Zipf_EsPal,POS,Emotionality,Family,Very_related_emotions,Pure_word,Dominant_emotion,Emotional_exclusivity
cachondo,,2.14,1.28,22,1.00,6.85,1.50,20,1.00,NEW,7.77,1.34,22,1.00,NEW,3.60,0.94,20,1.00,NEW,1.85,1.14,20,1.00,NEW,1.29,0.56,21,1.00,NEW,1.25,0.44,20,1.00,NEW,1.00,0.00,20,1.00,NEW,9.71,1.35,21,1.00,NEW,4.45,1.82,20,1.00,NEW,2.16,ADJECTIVE,1.85,cachondo,1,1,happiness,0.652
calma,,3.67,1.28,21,1.00,7.45,1.10,20,1.00,Stadthagen-Gonzalez2017,2.35,1.87,20,1.00,Stadthagen-Gonzalez2017,3.90,1.24,30,#NA,Hinojosa2016_BRM,1.00,0.00,30,#NA,Hinojosa2016_BRM,1.00,0.00,30,#NA,Hinojosa2016_BRM,1.30,0.60,30,#NA,Hinojosa2016_BRM,1.40,0.97,30,#NA,Hinojosa2016_BRM,5.70,1.84,23,1.00,NEW,4.31,#NA,#NA,#NA,Duchon2013,4.34,NOUN,2.45,calma,1,1,happiness,0.806
calmado,,3.76,1.34,21,1.00,6.70,1.42,30,#NA,Hinojosa2016_BRM,1.87,1.11,30,#NA,Hinojosa2016_BRM,2.93,0.94,30,#NA,Hinojosa2016_BRM,1.00,0.00,30,#NA,Hinojosa2016_BRM,1.17,0.59,30,#NA,Hinojosa2016_BRM,1.17,0.46,30,#NA,Hinojosa2016_BRM,1.57,0.77,30,#NA,Hinojosa2016_BRM,5.60,2.08,30,#NA,Hinojosa2016_PLoS,5.33,1.39,30,#NA,Hinojosa2016_BRM,3.22,ADJECTIVE,1.70,calma,0,0,happiness,0.680
calmarse,,2.90,1.45,21,1.00,6.65,1.73,20,1.00,NEW,2.17,0.96,24,1.00,NEW,3.15,1.27,20,1.00,NEW,1.00,0.00,23,1.00,NEW,1.15,0.49,20,1.00,NEW,1.29,0.72,21,1.00,NEW,1.50,0.69,20,1.00,NEW,5.85,1.73,20,1.00,NEW,4.57,1.56,23,1.00,NEW,2.76,VERB,1.65,calma,1,1,happiness,0.697
calmo,,2.00,1.31,22,0.68,5.61,1.09,20,0.90,Stadthagen-Gonzalez2017,3.21,1.58,20,0.95,Stadthagen-Gonzalez2017,1.77,1.01,20,0.65,Stadthagen-Gonzalez2018,1.19,0.40,20,0.80,Stadthagen-Gonzalez2018,1.13,0.34,20,0.80,Stadthagen-Gonzalez2018,1.15,0.55,20,0.65,Stadthagen-Gonzalez2018,1.18,0.53,20,0.85,Stadthagen-Gonzalez2018,7.28,2.42,23,0.78,NEW,4.29,1.64,21,0.67,NEW,2.70,ADJECTIVE,0.61,calma,0,0,happiness,0.451
cansado,,3.00,1.30,21,1.00,3.03,1.21,20,1.00,Stadthagen-Gonzalez2017,3.35,1.76,20,1.00,Stadthagen-Gonzalez2017,1.13,0.35,30,#NA,Ferré2017,1.30,0.70,30,#NA,Ferré2017,1.47,0.90,30,#NA,Ferré2017,1.23,0.50,30,#NA,Ferré2017,2.67,1.24,30,#NA,Ferré2017,4.22,1.56,50,#NA,Alonso2015,4.73,1.64,22,1.00,NEW,4.23,ADJECTIVE,1.97,cansar,0,0,sadness,0.550
cansancio,,2.67,1.32,21,1.00,2.95,1.36,20,1.00,Stadthagen-Gonzalez2017,3.85,1.95,20,1.00,Stadthagen-Gonzalez2017,1.33,0.55,30,#NA,Hinojosa2016_BRM,1.67,1.09,30,#NA,Hinojosa2016_BRM,1.90,1.35,30,#NA,Hinojosa2016_BRM,1.53,0.90,30,#NA,Hinojosa2016_BRM,2.67,1.18,30,#NA,Hinojosa2016_BRM,5.70,2.23,50,#NA,Alonso2015,4.92,1.89,25,1.00,NEW,4.00,NOUN,2.05,cansar,0,0,sadness,0.327
cansar,,1.91,1.02,22,1.00,3.10,1.37,20,1.00,Stadthagen-Gonzalez2017,4.65,2.16,20,1.00,Stadthagen-Gonzalez2017,1.60,0.88,20,1.00,Stadthagen-Gonzalez2018,1.40,0.88,20,1.00,Stadthagen-Gonzalez2018,2.50,1.36,20,1.00,Stadthagen-Gonzalez2018,1.95,1.19,20,1.00,Stadthagen-Gonzalez2018,2.20,1.15,20,1.00,Stadthagen-Gonzalez2018,5.10,1.79,21,1.00,NEW,4.91,1.35,23,1.00,NEW,2.95,VERB,1.90,cansar,0,0,anger,0.237
capricho,,1.95,1.20,21,1.00,6.08,1.90,20,1.00,Stadthagen-Gonzalez2017,6.30,1.42,20,1.00,Stadthagen-Gonzalez2017,3.17,1.49,30,#NA,Ferré2017,1.33,0.76,30,#NA,Ferré2017,1.60,1.00,30,#NA,Ferré2017,1.10,0.40,30,#NA,Ferré2017,1.27,0.69,30,#NA,Ferré2017,6.04,2.67,50,#NA,Alonso2015,3.65,#NA,#NA,#NA,Duchon2013,3.83,NOUN,1.08,capricho,1,1,happiness,0.597
caprichoso,,2.43,1.36,21,1.00,3.95,1.85,20,1.00,Stadthagen-Gonzalez2017,6.25,1.12,20,1.00,Stadthagen-Gonzalez2017,1.38,0.68,30,#NA,Hinojosa2016_BRM,2.13,1.20,30,#NA,Hinojosa2016_BRM,2.47,1.22,30,#NA,Hinojosa2016_BRM,1.31,0.54,30,#NA,Hinojosa2016_BRM,2.07,1.25,30,#NA,Hinojosa2016_BRM,5.73,2.88,30,#NA,Hinojosa2016_PLoS,4.83,1.72,30,#NA,Hinojosa2016_BRM,3.31,ADJECTIVE,1.05,capricho,0,0,anger,0.266
cariño,,3.59,1.40,22,1.00,8.05,1.39,20,1.00,Stadthagen-Gonzalez2017,4.25,2.67,20,1.00,Stadthagen-Gonzalez2017,4.13,1.11,30,#NA,Ferré2017,1.17,0.59,30,#NA,Ferré2017,1.33,0.84,30,#NA,Ferré2017,1.90,1.09,30,#NA,Ferré2017,1.50,0.86,30,#NA,Ferré2017,4.18,2.05,50,#NA,Alonso2015,3.72,#NA,#NA,#NA,Duchon2013,4.30,NOUN,3.05,cariño,1,1,happiness,0.588
cariñoso,,2.90,1.45,21,1.00,8.03,1.03,20,1.00,Stadthagen-Gonzalez2017,4.00,2.61,20,0.98,Stadthagen-Gonzalez2017,4.57,0.50,30,#NA,Ferré2017,1.07,0.37,30,#NA,Ferré2017,1.03,0.18,30,#NA,Ferré2017,1.07,0.25,30,#NA,Ferré2017,1.10,0.31,30,#NA,Ferré2017,4.82,1.95,50,#NA,Alonso2015,4.30,1.49,20,#NA,Guasch2016,3.50,ADJECTIVE,3.03,cariño,1,1,happiness,0.922
cautela,,2.15,0.93,21,0.95,5.26,1.15,20,0.95,Stadthagen-Gonzalez2017,4.20,1.91,20,1.00,Stadthagen-Gonzalez2017,2.25,1.16,20,1.00,Stadthagen-Gonzalez2018,1.15,0.49,20,1.00,Stadthagen-Gonzalez2018,1.20,0.52,20,1.00,Stadthagen-Gonzalez2018,1.80,1.06,20,1.00,Stadthagen-Gonzalez2018,1.35,0.67,20,1.00,Stadthagen-Gonzalez2018,9.46,1.54,50,#NA,Alonso2015,4.17,#NA,#NA,#NA,Duchon2013,3.90,NOUN,0.26,cautela,0,0,happiness,0.400
cauteloso,,2.05,1.10,20,1.00,6.05,1.50,20,1.00,Stadthagen-Gonzalez2017,3.65,2.01,20,1.00,Stadthagen-Gonzalez2017,2.05,1.15,20,1.00,Stadthagen-Gonzalez2018,1.45,0.76,20,1.00,Stadthagen-Gonzalez2018,1.25,0.55,20,1.00,Stadthagen-Gonzalez2018,1.30,0.47,20,1.00,Stadthagen-Gonzalez2018,1.30,0.66,20,1.00,Stadthagen-Gonzalez2018,9.43,1.88,23,1.00,NEW,4.57,1.66,21,1.00,NEW,3.14,ADJECTIVE,1.05,cautela,0,0,happiness,0.340
cautivado,,3.29,1.31,21,1.00,5.90,1.92,20,1.00,NEW,5.14,2.40,22,1.00,NEW,3.30,1.22,20,1.00,NEW,1.18,0.50,22,1.00,NEW,1.29,0.56,21,1.00,NEW,1.60,1.14,20,1.00,NEW,1.90,1.04,22,0.95,NEW,10.24,1.22,21,1.00,NEW,3.68,1.62,22,1.00,NEW,2.91,ADJECTIVE,0.90,cautivar,1,1,happiness,0.496
cautivar,,2.33,1.39,21,1.00,6.45,1.76,20,1.00,Stadthagen-Gonzalez2017,5.75,1.94,20,1.00,Stadthagen-Gonzalez2017,2.95,1.15,20,1.00,Stadthagen-Gonzalez2018,1.30,0.66,20,1.00,Stadthagen-Gonzalez2018,1.65,0.99,20,1.00,Stadthagen-Gonzalez2018,1.79,0.92,20,0.95,Stadthagen-Gonzalez2018,1.60,0.88,20,1.00,Stadthagen-Gonzalez2018,10.19,1.29,21,1.00,NEW,4.28,1.62,25,1.00,NEW,2.75,VERB,1.45,cautivar,0,0,happiness,0.385
celo,,2.82,1.62,22,1.00,3.40,2.44,20,1.00,Stadthagen-Gonzalez2017,6.10,1.37,20,1.00,Stadthagen-Gonzalez2017,1.40,0.81,30,#NA,Ferré2017,1.90,1.27,30,#NA,Ferré2017,1.90,1.52,30,#NA,Ferré2017,1.80,1.35,30,#NA,Ferré2017,1.87,1.41,30,#NA,Ferré2017,7.56,2.61,50,#NA,Alonso2015,3.63,#NA,#NA,#NA,Duchon2013,3.88,NOUN,1.60,celo,0,0,disgust + anger,0.129
celos,,2.86,1.42,22,1.00,2.05,1.04,20,1.00,Stadthagen-Gonzalez2017,7.85,1.04,20,1.00,Stadthagen-Gonzalez2017,1.27,0.64,30,#NA,Ferré2017,2.07,1.41,30,#NA,Ferré2017,3.30,1.47,30,#NA,Ferré2017,3.20,1.35,30,#NA,Ferré2017,3.13,1.46,30,#NA,Ferré2017,8.33,2.11,50,#NA,Alonso2015,4.87,1.94,23,#NA,Guasch2016,4.07,NOUN,2.95,celo,3,0,anger,0.255
celoso,,4.15,0.93,20,1.00,2.05,1.10,20,1.00,Stadthagen-Gonzalez2017,7.80,1.44,20,1.00,Stadthagen-Gonzalez2017,1.25,0.55,20,1.00,Stadthagen-Gonzalez2018,3.30,1.30,20,1.00,Stadthagen-Gonzalez2018,3.65,0.93,20,1.00,Stadthagen-Gonzalez2018,2.45,1.10,20,1.00,Stadthagen-Gonzalez2018,2.70,1.13,20,1.00,Stadthagen-Gonzalez2018,6.14,1.96,21,1.00,NEW,4.55,1.47,22,1.00,NEW,3.64,ADJECTIVE,2.95,celo,2,0,anger,0.287
cínico,,2.65,1.41,20,0.85,2.90,0.91,20,1.00,Stadthagen-Gonzalez2017,6.55,1.50,20,1.00,Stadthagen-Gonzalez2017,1.25,0.44,20,1.00,Stadthagen-Gonzalez2018,2.32,0.89,20,0.95,Stadthagen-Gonzalez2018,3.20,1.67,20,1.00,Stadthagen-Gonzalez2018,1.72,1.07,20,0.90,Stadthagen-Gonzalez2018,2.58,1.22,20,0.95,Stadthagen-Gonzalez2018,10.19,2.06,21,1.00,NEW,4.52,1.89,21,1.00,NEW,3.26,ADJECTIVE,2.10,cínico,1,1,anger,0.321
cinismo,,2.00,0.88,21,0.90,3.63,1.71,20,0.95,Stadthagen-Gonzalez2017,6.55,1.36,20,1.00,Stadthagen-Gonzalez2017,1.47,0.84,20,0.95,Stadthagen-Gonzalez2018,2.45,1.54,20,1.00,Stadthagen-Gonzalez2018,3.68,1.11,20,0.95,Stadthagen-Gonzalez2018,1.95,1.08,20,0.95,Stadthagen-Gonzalez2018,2.89,1.32,20,0.90,Stadthagen-Gonzalez2018,10.75,0.72,20,1.00,NEW,4.61,#NA,#NA,#NA,Duchon2013,3.49,NOUN,1.37,cínico,1,1,anger,0.297
cobarde,,2.90,1.34,21,1.00,2.53,1.22,20,1.00,Stadthagen-Gonzalez2017,6.70,1.51,20,1.00,Stadthagen-Gonzalez2017,1.10,0.40,30,#NA,Ferré2017,1.93,1.31,30,#NA,Ferré2017,2.40,1.45,30,#NA,Ferré2017,2.00,1.14,30,#NA,Ferré2017,2.73,1.28,30,#NA,Ferré2017,7.44,2.00,50,#NA,Alonso2015,4.92,1.35,25,1.00,NEW,3.90,ADJECTIVE,2.47,cobarde,0,0,sadness,0.316
cobardía,,3.33,1.28,21,1.00,2.75,1.29,20,1.00,Stadthagen-Gonzalez2017,5.80,2.12,20,1.00,Stadthagen-Gonzalez2017,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,2.45,1.43,20,1.00,Stadthagen-Gonzalez2018,3.20,1.40,20,1.00,Stadthagen-Gonzalez2018,2.30,1.08,20,1.00,Stadthagen-Gonzalez2018,3.64,1.05,22,1.00,NEW,7.56,2.22,50,#NA,Alonso2015,4.70,1.81,20,1.00,NEW,3.56,NOUN,2.25,cobarde,2,0,sadness,0.330
codicia,,2.21,0.98,21,0.90,2.45,1.32,20,1.00,Stadthagen-Gonzalez2017,6.40,1.43,20,1.00,Stadthagen-Gonzalez2017,1.07,0.37,30,#NA,Ferré2017,2.93,1.46,30,#NA,Ferré2017,3.20,1.37,30,#NA,Ferré2017,1.93,1.20,30,#NA,Ferré2017,2.80,1.42,30,#NA,Ferré2017,9.90,1.07,20,1.00,NEW,3.01,#NA,#NA,#NA,Duchon2013,3.86,NOUN,2.55,codicia,1,1,anger,0.307
codiciar,,2.06,1.25,21,0.81,3.64,1.55,26,0.96,NEW,3.71,2.18,26,0.92,NEW,2.00,1.05,20,0.95,NEW,2.63,1.20,20,0.80,NEW,3.00,1.11,21,0.90,NEW,2.72,1.32,22,0.82,NEW,2.82,1.42,21,0.81,NEW,9.78,1.48,23,1.00,NEW,4.15,1.46,21,0.95,NEW,2.14,VERB,1.36,codicia,1,1,anger,0.122
codicioso,,2.25,1.06,20,0.80,2.53,1.91,30,#NA,Hinojosa2016_BRM,5.27,2.13,30,#NA,Hinojosa2016_BRM,1.30,0.70,30,#NA,Hinojosa2016_BRM,2.57,1.48,30,#NA,Hinojosa2016_BRM,2.77,1.30,30,#NA,Hinojosa2016_BRM,1.97,1.33,30,#NA,Hinojosa2016_BRM,2.60,1.35,30,#NA,Hinojosa2016_BRM,9.64,2.01,30,#NA,Hinojosa2016_PLoS,5.10,1.70,30,#NA,Hinojosa2016_BRM,2.91,ADJECTIVE,2.47,codicia,0,0,anger,0.237
cohibición,,3.26,1.48,21,0.90,2.75,1.33,20,1.00,NEW,5.56,2.15,20,0.90,NEW,1.42,0.61,20,0.95,NEW,2.19,1.30,27,1.00,NEW,3.00,1.45,21,0.95,NEW,2.63,1.16,20,0.95,NEW,2.60,1.19,20,1.00,NEW,10.57,1.12,21,1.00,NEW,4.17,1.50,21,0.86,NEW,1.63,NOUN,2.25,cohibir,1,1,anger,0.231
cohibido,,3.45,1.28,21,0.95,3.00,1.52,20,1.00,NEW,5.25,2.05,20,1.00,NEW,1.37,0.50,20,0.95,NEW,1.44,0.89,27,1.00,NEW,2.40,0.99,21,0.95,NEW,2.40,1.27,20,1.00,NEW,2.85,1.14,20,1.00,NEW,9.75,1.62,20,1.00,NEW,4.83,1.63,25,0.96,NEW,2.62,ADJECTIVE,2.00,cohibir,0,0,sadness,0.271
cohibirse,,2.73,1.52,22,1.00,2.50,1.24,20,1.00,NEW,5.41,2.04,22,1.00,NEW,1.40,0.60,20,1.00,NEW,1.73,0.98,22,1.00,NEW,2.15,1.14,21,0.95,NEW,2.56,1.15,20,0.90,NEW,3.19,1.21,22,0.95,NEW,9.35,1.87,23,1.00,NEW,4.09,1.65,23,1.00,NEW,0.99,VERB,2.50,cohibir,1,1,sadness,0.297
cólera,,3.95,1.56,21,1.00,2.90,1.72,20,1.00,Stadthagen-Gonzalez2017,7.45,1.32,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,30,#NA,Ferré2017,2.20,1.42,30,#NA,Ferré2017,3.97,1.38,30,#NA,Ferré2017,2.50,1.57,30,#NA,Ferré2017,2.57,1.19,30,#NA,Ferré2017,9.66,1.91,50,#NA,Alonso2015,4.06,#NA,#NA,#NA,Duchon2013,4.15,NOUN,2.10,cólera,1,1,anger,0.410
colérico,,4.42,1.02,21,0.90,2.63,1.21,20,0.95,NEW,7.81,1.50,22,0.95,NEW,1.16,0.50,20,0.95,NEW,2.47,1.43,20,0.95,NEW,4.16,1.30,21,0.90,NEW,3.16,1.26,20,0.95,NEW,2.65,1.22,20,0.85,NEW,10.26,1.33,20,0.95,NEW,4.62,1.72,21,1.00,NEW,2.90,ADJECTIVE,2.37,cólera,2,0,anger,0.349
cómoda,,2.57,1.36,21,1.00,7.00,1.26,20,1.00,Stadthagen-Gonzalez2017,2.10,1.21,20,1.00,Stadthagen-Gonzalez2017,3.55,1.50,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,0.95,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,1.25,0.91,20,1.00,Stadthagen-Gonzalez2018,1.35,0.75,20,1.00,Stadthagen-Gonzalez2018,7.04,2.51,50,#NA,Alonso2015,4.76,#NA,#NA,#NA,Duchon2013,3.86,ADJECTIVE,2.00,cómodo,1,1,happiness,0.797
comodidad,,2.57,1.21,21,1.00,6.95,1.47,20,1.00,Stadthagen-Gonzalez2017,1.90,1.17,20,1.00,Stadthagen-Gonzalez2017,4.10,1.06,30,#NA,Ferré2017,1.17,0.75,30,#NA,Ferré2017,1.03,0.18,30,#NA,Ferré2017,1.13,0.51,30,#NA,Ferré2017,1.23,0.77,30,#NA,Ferré2017,7.52,2.38,50,#NA,Alonso2015,3.35,#NA,#NA,#NA,Duchon2013,3.85,NOUN,1.95,cómodo,1,1,happiness,0.839
cómodo,,2.33,1.46,21,1.00,7.25,1.16,20,1.00,Stadthagen-Gonzalez2017,2.40,1.70,20,1.00,Stadthagen-Gonzalez2017,3.73,0.98,30,#NA,Hinojosa2016_BRM,1.10,0.31,30,#NA,Hinojosa2016_BRM,1.10,0.31,30,#NA,Hinojosa2016_BRM,1.07,0.25,30,#NA,Hinojosa2016_BRM,1.13,0.43,30,#NA,Hinojosa2016_BRM,5.88,2.21,50,#NA,Alonso2015,4.30,1.40,30,#NA,Hinojosa2016_BRM,3.97,ADJECTIVE,2.25,cómodo,1,1,happiness,0.850
compadecerse,,3.29,1.27,21,1.00,4.15,2.03,20,1.00,NEW,4.35,2.18,20,1.00,NEW,2.25,1.25,20,1.00,NEW,1.41,0.80,27,1.00,NEW,2.10,1.22,21,1.00,NEW,1.30,0.47,20,1.00,NEW,3.15,1.14,20,1.00,NEW,9.65,1.95,20,1.00,NEW,3.74,2.00,20,0.95,NEW,2.36,VERB,0.85,compadecer,1,1,sadness,0.356
compasión,,3.38,1.60,21,1.00,5.75,1.89,20,1.00,Stadthagen-Gonzalez2017,3.70,1.22,20,1.00,Stadthagen-Gonzalez2017,1.97,1.33,30,#NA,Ferré2017,1.20,0.48,30,#NA,Ferré2017,1.57,0.77,30,#NA,Ferré2017,1.23,0.43,30,#NA,Ferré2017,2.80,1.30,30,#NA,Ferré2017,8.81,1.66,21,1.00,NEW,3.16,#NA,#NA,#NA,Duchon2013,4.12,NOUN,0.75,compasión,0,0,sadness,0.424
compasivo,,2.90,1.25,20,1.00,6.65,1.18,20,1.00,Stadthagen-Gonzalez2017,3.45,1.70,20,1.00,Stadthagen-Gonzalez2017,3.33,1.15,30,#NA,Hinojosa2016_BRM,1.13,0.43,30,#NA,Hinojosa2016_BRM,1.30,0.65,30,#NA,Hinojosa2016_BRM,1.47,0.73,30,#NA,Hinojosa2016_BRM,2.00,1.14,30,#NA,Hinojosa2016_BRM,8.30,2.20,30,#NA,Hinojosa2016_PLoS,4.15,1.67,30,#NA,Hinojosa2016_BRM,3.19,ADJECTIVE,1.65,compasión,1,1,happiness,0.520
complacencia,,3.00,1.10,21,1.00,5.15,1.73,20,1.00,Stadthagen-Gonzalez2017,4.25,2.00,20,1.00,Stadthagen-Gonzalez2017,3.15,1.27,20,1.00,Stadthagen-Gonzalez2018,1.94,1.26,20,0.90,Stadthagen-Gonzalez2018,1.50,0.79,20,0.90,Stadthagen-Gonzalez2018,1.30,0.73,20,1.00,Stadthagen-Gonzalez2018,1.50,0.76,20,1.00,Stadthagen-Gonzalez2018,10.67,0.97,21,1.00,NEW,4.26,1.66,25,0.92,NEW,3.50,NOUN,0.15,complacer,1,1,happiness,0.421
complacerse,,3.52,1.12,21,1.00,7.40,1.70,20,1.00,NEW,4.33,1.83,24,1.00,NEW,3.75,1.12,20,1.00,NEW,1.30,0.70,23,1.00,NEW,1.05,0.22,20,1.00,NEW,1.29,0.64,21,1.00,NEW,1.30,0.57,20,1.00,NEW,9.52,1.63,21,1.00,NEW,4.60,1.71,25,1.00,NEW,2.60,VERB,2.40,complacer,1,1,happiness,0.732
complacido,,2.65,1.35,20,1.00,6.87,1.96,30,#NA,Hinojosa2016_BRM,4.63,2.27,30,#NA,Hinojosa2016_BRM,3.83,0.91,30,#NA,Hinojosa2016_BRM,1.20,0.61,30,#NA,Hinojosa2016_BRM,1.17,0.59,30,#NA,Hinojosa2016_BRM,1.30,0.70,30,#NA,Hinojosa2016_BRM,1.13,0.51,30,#NA,Hinojosa2016_BRM,9.93,1.36,30,#NA,Hinojosa2016_PLoS,4.10,1.78,30,#NA,Hinojosa2016_BRM,3.40,ADJECTIVE,1.87,complacer,1,1,happiness,0.744
complaciente,,2.50,1.10,21,0.95,5.65,2.01,20,1.00,Stadthagen-Gonzalez2017,4.50,2.21,20,1.00,Stadthagen-Gonzalez2017,2.75,1.25,20,1.00,Stadthagen-Gonzalez2018,1.50,0.89,20,1.00,Stadthagen-Gonzalez2018,1.70,0.98,20,1.00,Stadthagen-Gonzalez2018,1.40,0.60,20,1.00,Stadthagen-Gonzalez2018,1.30,0.66,20,1.00,Stadthagen-Gonzalez2018,10.38,1.02,21,1.00,NEW,3.86,1.81,22,1.00,NEW,3.33,ADJECTIVE,0.65,complacer,0,0,happiness,0.397
comprendido,,2.27,1.45,22,1.00,6.81,1.79,26,1.00,NEW,7.77,1.31,26,1.00,NEW,4.35,0.75,20,1.00,NEW,1.00,0.00,20,1.00,NEW,1.14,0.48,21,1.00,NEW,1.23,0.87,22,1.00,NEW,1.19,0.40,21,1.00,NEW,6.65,2.10,23,1.00,NEW,4.43,1.53,23,1.00,NEW,4.21,ADJECTIVE,1.81,comprender,1,1,happiness,0.857
comprensión,,2.25,1.59,20,1.00,7.75,1.59,20,1.00,Stadthagen-Gonzalez2017,3.60,2.28,20,1.00,Stadthagen-Gonzalez2017,3.83,0.79,30,#NA,Hinojosa2016_BRM,1.10,0.40,30,#NA,Hinojosa2016_BRM,1.17,0.59,30,#NA,Hinojosa2016_BRM,1.70,0.92,30,#NA,Hinojosa2016_BRM,1.77,1.07,30,#NA,Hinojosa2016_BRM,6.57,1.75,23,1.00,NEW,3.56,#NA,#NA,#NA,Duchon2013,4.45,NOUN,2.75,comprender,1,1,happiness,0.597
comprensivo,,3.05,1.47,20,1.00,8.20,0.77,20,1.00,Stadthagen-Gonzalez2017,3.75,1.74,20,1.00,Stadthagen-Gonzalez2017,3.75,1.02,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.15,0.49,20,1.00,Stadthagen-Gonzalez2018,7.67,2.20,21,1.00,NEW,4.25,1.92,20,1.00,NEW,3.18,ADJECTIVE,3.20,comprender,1,1,happiness,0.932
condescendencia,,1.80,1.03,20,0.50,4.47,1.47,20,0.95,Stadthagen-Gonzalez2017,5.41,1.23,20,0.85,Stadthagen-Gonzalez2017,1.56,0.73,20,0.80,Stadthagen-Gonzalez2018,1.61,0.78,20,0.90,Stadthagen-Gonzalez2018,2.15,1.09,20,1.00,Stadthagen-Gonzalez2018,1.56,0.78,20,0.90,Stadthagen-Gonzalez2018,2.16,1.50,20,0.95,Stadthagen-Gonzalez2018,10.95,0.22,21,0.95,NEW,3.58,1.64,22,0.86,NEW,3.12,NOUN,0.53,condescender,0,0,sadness,0.149
condescender,,1.50,0.71,20,0.50,4.14,1.51,20,0.70,NEW,5.11,1.37,22,0.82,NEW,1.56,0.73,20,0.45,NEW,1.57,0.94,20,0.70,NEW,1.64,1.12,21,0.52,NEW,1.64,0.81,20,0.55,NEW,2.00,1.10,20,0.55,NEW,10.60,0.83,21,0.71,NEW,3.56,1.92,23,0.78,NEW,2.34,VERB,0.86,condescender,0,0,sadness,0.131
condescendiente,,1.69,0.95,21,0.62,5.05,2.04,20,0.95,Stadthagen-Gonzalez2017,4.79,1.40,20,0.95,Stadthagen-Gonzalez2017,1.39,0.92,20,0.90,Stadthagen-Gonzalez2018,1.47,1.01,20,0.85,Stadthagen-Gonzalez2018,2.25,1.29,20,0.80,Stadthagen-Gonzalez2018,1.40,0.82,20,1.00,Stadthagen-Gonzalez2018,1.93,1.10,20,0.75,Stadthagen-Gonzalez2018,10.67,0.66,23,0.91,NEW,3.75,1.71,22,0.91,NEW,3.01,ADJECTIVE,0.05,condescender,0,0,anger,0.250
condolecer,,2.79,1.18,21,0.90,3.05,1.68,20,0.95,NEW,4.67,2.44,20,0.75,NEW,1.39,0.70,20,0.90,NEW,1.40,0.88,27,0.74,NEW,2.13,1.25,21,0.71,NEW,2.07,1.38,20,0.70,NEW,3.53,0.96,20,0.95,NEW,10.69,1.01,21,0.76,NEW,4.42,1.71,25,0.76,NEW,#NA,VERB,1.95,(con)doler,1,1,sadness,0.387
condolencia,,2.95,1.54,21,0.95,2.84,1.98,20,0.95,Stadthagen-Gonzalez2017,6.25,1.71,20,1.00,Stadthagen-Gonzalez2017,1.05,0.23,20,0.95,Stadthagen-Gonzalez2018,1.16,0.37,20,0.95,Stadthagen-Gonzalez2018,2.00,1.26,20,1.00,Stadthagen-Gonzalez2018,2.45,1.36,20,1.00,Stadthagen-Gonzalez2018,3.79,1.44,20,0.95,Stadthagen-Gonzalez2018,10.23,1.31,23,0.96,NEW,4.40,1.98,21,0.95,NEW,3.18,NOUN,2.16,(con)doler,1,1,sadness,0.503
condolerse,,3.05,1.65,21,0.90,2.65,1.32,20,0.85,NEW,5.17,1.86,22,0.82,NEW,1.26,0.56,20,0.95,NEW,1.56,1.03,22,0.73,NEW,1.80,0.94,21,0.71,NEW,2.35,1.06,20,0.85,NEW,3.74,0.93,22,0.86,NEW,10.53,1.18,21,0.81,NEW,4.40,1.76,20,0.75,NEW,1.91,VERB,2.35,(con)doler,1,1,sadness,0.433
confiado,,2.33,1.32,21,1.00,6.00,1.17,20,1.00,NEW,3.40,2.56,20,1.00,NEW,3.55,0.94,20,1.00,NEW,1.33,0.73,27,1.00,NEW,1.52,0.93,21,1.00,NEW,1.30,0.80,20,1.00,NEW,1.35,0.75,20,1.00,NEW,7.55,2.19,20,1.00,NEW,4.13,1.63,23,1.00,NEW,3.89,ADJECTIVE,1.00,confiar,1,1,happiness,0.555
