Word,Few_Raters,Prototypicality_Mean,Prototypicality_SD,Prototypicality_NRaters,Prototypicality_%Raters,Valence_Mean,Valence_SD,Valence_NRaters,Valence_%Raters,Valence_Source,Arousal_Mean,Arousal_SD,Arousal_NRaters,Arousal_%Raters,Arousal_Source,Happiness_Mean,Happiness_SD,Happiness_NRaters,Happiness_%Raters,Happiness_Source,Disgust_Mean,Disgust_SD,Disgust_NRaters,Disgust_%Raters,Disgust_Source,Anger_Mean,Anger_SD,Anger_NRaters,Anger_%Raters,Anger_Source,Fear_Mean,Fear_SD,Fear_NRaters,Fear_%Raters,Fear_Source,Sadness_Mean,Sadness_SD,Sadness_NRaters,Sadness_%Raters,Sadness_Source,AoA_Mean,AoA_SD,AoA_NRaters,AoA_%Raters,AoA_Source,Concreteness_Mean,Concreteness_SD,Concreteness_NRaters,Concreteness_%Raters,Concreteness_Source,Zipf_EsPal,POS,Emotionality,Family,Very_related_emotions,Pure_word,Dominant_emotion,Emotional_exclusivity
grandiosidad,,2.00,1.17,20,1.00,6.64,1.80,26,0.96,NEW,7.32,1.82,26,0.96,NEW,3.95,1.05,20,1.00,NEW,1.30,0.73,20,1.00,NEW,1.57,0.87,21,1.00,NEW,1.68,1.09,22,1.00,NEW,1.52,0.98,21,1.00,NEW,8.76,1.76,21,1.00,NEW,3.27,1.80,22,1.00,NEW,2.88,NOUN,1.64,grande,1,1,happiness,0.527
grandioso,,2.32,1.25,22,1.00,7.15,1.31,20,1.00,Stadthagen-Gonzalez2017,6.20,1.61,20,1.00,Stadthagen-Gonzalez2017,3.87,1.07,30,#NA,Hinojosa2016_BRM,1.03,0.18,30,#NA,Hinojosa2016_BRM,1.07,0.25,30,#NA,Hinojosa2016_BRM,1.83,1.21,30,#NA,Hinojosa2016_BRM,1.13,0.35,30,#NA,Hinojosa2016_BRM,8.50,2.14,50,#NA,Alonso2015,3.10,1.22,30,#NA,Hinojosa2016_BRM,3.48,ADJECTIVE,2.15,grande,1,1,happiness,0.723
gratificado,,3.86,1.20,21,1.00,7.30,1.75,20,1.00,NEW,4.59,1.92,24,0.92,NEW,4.20,0.62,20,1.00,NEW,1.00,0.00,23,1.00,NEW,1.00,0.00,20,0.90,NEW,1.05,0.22,21,1.00,NEW,1.30,0.66,20,1.00,NEW,9.67,1.74,21,1.00,NEW,4.38,1.79,25,0.96,NEW,2.15,ADJECTIVE,2.30,gratificar,1,1,happiness,0.902
grima,,3.21,1.47,20,0.95,2.92,1.96,26,0.96,NEW,2.42,1.42,26,1.00,NEW,1.10,0.31,20,1.00,NEW,4.25,0.97,20,1.00,NEW,2.70,1.22,21,0.95,NEW,2.95,1.25,22,1.00,NEW,2.22,1.26,21,0.86,NEW,8.29,1.98,21,1.00,NEW,3.91,1.57,22,1.00,NEW,2.50,NOUN,2.08,grima,1,1,disgust,0.383
grimoso,,3.47,1.19,21,0.71,2.50,1.05,20,1.00,NEW,5.94,1.73,20,0.80,NEW,1.42,0.51,20,0.95,NEW,3.78,1.24,27,0.85,NEW,2.88,1.22,21,0.81,NEW,2.27,1.39,20,0.75,NEW,2.71,1.54,20,0.70,NEW,10.31,1.40,21,0.76,NEW,4.31,1.89,20,0.80,NEW,#NA,ADJECTIVE,2.50,grima,1,1,disgust,0.293
gustar,,2.64,1.56,22,1.00,7.85,1.09,20,1.00,Stadthagen-Gonzalez2017,5.90,2.27,20,1.00,Stadthagen-Gonzalez2017,4.43,0.73,30,#NA,Hinojosa2016_BRM,1.17,0.46,30,#NA,Hinojosa2016_BRM,1.20,0.55,30,#NA,Hinojosa2016_BRM,1.60,0.86,30,#NA,Hinojosa2016_BRM,1.17,0.46,30,#NA,Hinojosa2016_BRM,3.22,1.57,23,1.00,NEW,3.81,#NA,#NA,#NA,Duchon2013,4.82,VERB,2.85,gustar,1,1,happiness,0.713
gusto,,2.20,1.54,20,1.00,7.65,1.23,20,1.00,Stadthagen-Gonzalez2017,4.60,2.09,20,1.00,Stadthagen-Gonzalez2017,3.30,1.22,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,1.10,0.45,20,1.00,Stadthagen-Gonzalez2018,1.10,0.45,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,4.92,2.13,50,#NA,Alonso2015,3.99,#NA,#NA,#NA,Duchon2013,4.80,NOUN,2.65,gustar,1,1,happiness,0.865
gustoso,,2.71,1.49,21,1.00,7.40,0.88,20,1.00,Stadthagen-Gonzalez2017,5.00,1.97,20,1.00,Stadthagen-Gonzalez2017,4.10,1.12,20,1.00,NEW,1.15,0.37,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,1.20,0.70,20,1.00,Stadthagen-Gonzalez2018,7.62,2.04,21,1.00,NEW,4.52,1.57,21,1.00,NEW,3.16,ADJECTIVE,2.40,gustar,1,1,happiness,0.873
hartarse,,3.32,1.67,22,1.00,2.25,1.52,20,1.00,NEW,7.64,0.90,22,1.00,NEW,1.20,0.41,20,1.00,NEW,1.50,0.74,22,1.00,NEW,4.05,1.12,21,1.00,NEW,2.53,1.31,20,0.95,NEW,3.55,1.01,22,1.00,NEW,7.65,1.90,20,1.00,NEW,3.96,1.87,23,1.00,NEW,2.44,VERB,2.75,harto,2,0,anger,0.364
hartazgo,X,2.44,1.51,20,0.45,2.92,1.00,20,0.60,NEW,6.50,1.65,22,0.64,NEW,1.00,0.00,20,0.15,NEW,3.00,1.10,20,0.30,NEW,3.38,1.19,21,0.38,NEW,2.75,1.26,20,0.20,NEW,2.75,1.16,20,0.40,NEW,10.73,0.47,21,0.52,NEW,3.75,1.75,22,0.36,NEW,2.75,NOUN,2.08,harto,2,0,anger,0.302
harto,,3.57,1.36,21,1.00,2.25,1.02,20,1.00,Stadthagen-Gonzalez2017,6.95,1.20,20,1.00,Stadthagen-Gonzalez2017,1.07,0.37,30,#NA,Ferré2017,1.70,1.15,30,#NA,Ferré2017,2.57,1.48,30,#NA,Ferré2017,1.47,0.97,30,#NA,Ferré2017,1.90,1.30,30,#NA,Ferré2017,6.46,1.93,50,#NA,Alonso2015,4.00,1.51,22,1.00,NEW,4.00,ADJECTIVE,2.75,harto,0,0,anger,0.404
hastiado,X,3.13,1.64,20,0.40,2.71,1.25,20,0.35,NEW,5.67,2.10,24,0.50,NEW,1.33,0.71,20,0.45,NEW,1.75,1.39,23,0.35,NEW,2.90,1.37,20,0.50,NEW,2.54,1.33,21,0.62,NEW,3.00,1.15,20,0.50,NEW,10.80,0.77,21,0.71,NEW,4.50,1.93,25,0.32,NEW,2.67,ADJECTIVE,2.29,hastío,1,1,sadness,0.256
hastiarse,,3.40,1.51,21,0.48,2.71,1.38,20,0.35,NEW,5.75,1.91,24,0.50,NEW,1.20,0.63,20,0.50,NEW,1.45,0.82,23,0.48,NEW,2.80,1.30,20,0.25,NEW,2.57,0.98,21,0.33,NEW,2.67,1.15,20,0.60,NEW,10.92,0.28,23,0.57,NEW,3.63,1.78,23,0.70,NEW,1.47,VERB,2.29,hastío,0,0,anger,0.281
hastío,,2.80,1.40,21,0.48,4.00,1.41,20,0.55,Stadthagen-Gonzalez2017,5.79,1.71,20,0.70,Stadthagen-Gonzalez2017,1.06,0.24,17,#NA,Ferré2017,1.71,1.36,17,#NA,Ferré2017,1.35,0.70,17,#NA,Ferré2017,1.53,1.01,17,#NA,Ferré2017,1.76,0.97,17,#NA,Ferré2017,10.74,0.00,50,#NA,Alonso2015,4.05,#NA,#NA,#NA,Duchon2013,3.23,NOUN,1.00,hastío,0,0,sadness,0.290
hechizado,,2.15,1.23,20,1.00,4.75,2.36,20,1.00,NEW,5.75,1.80,24,1.00,NEW,2.10,1.33,20,1.00,NEW,1.26,0.54,23,1.00,NEW,1.40,0.75,20,1.00,NEW,2.05,1.02,21,1.00,NEW,1.60,0.94,20,1.00,NEW,6.65,1.90,20,1.00,NEW,4.65,1.75,23,1.00,NEW,2.90,ADJECTIVE,0.25,hechizo,0,0,happiness,0.246
hechizar,,1.48,0.93,21,1.00,5.69,1.26,26,1.00,NEW,5.84,2.10,26,0.96,NEW,2.70,1.22,20,1.00,NEW,1.68,1.16,20,0.95,NEW,1.81,1.12,21,1.00,NEW,1.77,1.19,22,1.00,NEW,1.71,1.15,21,1.00,NEW,6.65,1.98,20,1.00,NEW,3.64,1.97,22,1.00,NEW,2.11,VERB,0.69,hechizo,0,0,happiness,0.217
herida,,1.57,1.08,21,1.00,2.45,1.19,20,1.00,Stadthagen-Gonzalez2017,7.65,0.93,20,1.00,Stadthagen-Gonzalez2017,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,3.05,1.39,20,1.00,Stadthagen-Gonzalez2018,2.25,1.12,20,1.00,Stadthagen-Gonzalez2018,2.95,1.05,20,1.00,Stadthagen-Gonzalez2018,3.15,1.09,20,1.00,Stadthagen-Gonzalez2018,3.98,1.91,50,#NA,Alonso2015,5.34,#NA,#NA,#NA,Duchon2013,4.25,NOUN,2.55,herir,2,0,sadness,0.273
herido,,2.62,1.43,21,1.00,2.15,1.21,20,1.00,Stadthagen-Gonzalez2017,6.88,1.20,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,30,#NA,Ferré2017,2.20,1.21,30,#NA,Ferré2017,1.73,1.05,30,#NA,Ferré2017,3.13,1.17,30,#NA,Ferré2017,3.90,1.12,30,#NA,Ferré2017,5.84,2.26,50,#NA,Alonso2015,5.04,1.52,23,#NA,Guasch2016,4.42,ADJECTIVE,2.85,herir,2,0,sadness,0.417
herir,,2.27,1.55,22,1.00,1.85,1.09,20,1.00,Stadthagen-Gonzalez2017,6.50,1.96,20,1.00,Stadthagen-Gonzalez2017,1.17,0.60,30,#NA,Hinojosa2016_BRM,2.72,1.49,30,#NA,Hinojosa2016_BRM,3.86,1.25,30,#NA,Hinojosa2016_BRM,3.79,1.15,30,#NA,Hinojosa2016_BRM,3.97,1.15,30,#NA,Hinojosa2016_BRM,5.93,2.50,30,#NA,Hinojosa2016_PLoS,4.31,#NA,#NA,#NA,Duchon2013,3.69,VERB,3.15,herir,3,0,sadness,0.266
hiperactividad,,1.60,1.05,20,1.00,4.20,1.70,20,1.00,NEW,8.35,0.88,20,1.00,NEW,2.30,1.13,20,1.00,NEW,1.33,0.83,27,1.00,NEW,2.38,1.02,21,1.00,NEW,1.60,0.82,20,1.00,NEW,1.60,0.82,20,1.00,NEW,8.48,2.14,21,1.00,NEW,5.30,1.69,20,1.00,NEW,2.83,NOUN,0.80,(hiper)activo,0,0,anger,0.249
hiperactivo,,1.90,1.22,21,1.00,4.45,1.73,20,1.00,NEW,8.13,1.03,24,1.00,NEW,2.45,1.19,20,1.00,NEW,1.17,0.39,23,1.00,NEW,2.00,1.03,20,1.00,NEW,1.86,0.79,21,1.00,NEW,1.80,0.95,20,1.00,NEW,7.90,2.02,21,1.00,NEW,5.00,1.51,22,1.00,NEW,2.54,ADJECTIVE,0.55,(hiper)activo,0,0,happiness,0.298
histeria,,3.38,1.47,22,0.95,2.65,1.42,20,1.00,Stadthagen-Gonzalez2017,8.00,1.03,20,1.00,Stadthagen-Gonzalez2017,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,2.20,1.47,20,1.00,Stadthagen-Gonzalez2018,3.65,1.14,20,1.00,Stadthagen-Gonzalez2018,2.90,1.29,20,1.00,Stadthagen-Gonzalez2018,2.85,0.99,20,1.00,Stadthagen-Gonzalez2018,10.14,1.24,21,1.00,NEW,4.42,#NA,#NA,#NA,Duchon2013,3.43,NOUN,2.35,histeria,1,1,anger,0.331
histérico,,4.35,1.04,20,1.00,2.65,1.53,20,1.00,NEW,8.17,0.82,24,1.00,NEW,1.40,0.68,20,1.00,NEW,1.65,0.88,23,1.00,NEW,4.15,0.67,20,1.00,NEW,3.57,1.03,21,1.00,NEW,3.00,1.30,20,1.00,NEW,9.14,1.90,21,1.00,NEW,4.81,1.69,21,1.00,NEW,2.92,ADJECTIVE,2.35,histeria,3,0,anger,0.313
honra,,1.91,1.27,22,1.00,6.30,1.75,20,1.00,Stadthagen-Gonzalez2017,4.60,2.33,20,1.00,Stadthagen-Gonzalez2017,2.95,1.54,20,1.00,Stadthagen-Gonzalez2018,1.20,0.52,20,1.00,Stadthagen-Gonzalez2018,1.30,0.80,20,1.00,Stadthagen-Gonzalez2018,1.15,0.37,20,1.00,Stadthagen-Gonzalez2018,1.40,0.60,20,1.00,Stadthagen-Gonzalez2018,9.55,1.54,21,0.95,NEW,3.07,#NA,#NA,#NA,Duchon2013,4.11,NOUN,1.30,honrar,0,0,happiness,0.600
honrado,,2.62,1.40,21,1.00,8.20,1.13,30,#NA,Hinojosa2016_BRM,5.00,2.17,30,#NA,Hinojosa2016_BRM,4.10,1.18,30,#NA,Hinojosa2016_BRM,1.07,0.26,30,#NA,Hinojosa2016_BRM,1.00,0.00,30,#NA,Hinojosa2016_BRM,1.07,0.26,30,#NA,Hinojosa2016_BRM,1.14,0.35,30,#NA,Hinojosa2016_BRM,7.87,2.51,30,#NA,Hinojosa2016_PLoS,4.73,1.99,30,#NA,Hinojosa2016_BRM,4.00,ADJECTIVE,3.20,honrar,1,1,happiness,0.917
honrar,,1.73,1.08,22,1.00,6.90,1.33,20,1.00,Stadthagen-Gonzalez2017,4.35,1.76,20,1.00,Stadthagen-Gonzalez2017,2.85,1.23,20,1.00,Stadthagen-Gonzalez2018,1.25,0.79,20,1.00,Stadthagen-Gonzalez2018,1.35,0.67,20,1.00,Stadthagen-Gonzalez2018,1.40,0.75,20,1.00,Stadthagen-Gonzalez2018,1.35,0.75,20,1.00,Stadthagen-Gonzalez2018,9.09,1.86,23,1.00,NEW,3.74,1.84,23,1.00,NEW,3.64,VERB,1.90,honrar,0,0,happiness,0.500
horrible,,2.71,1.23,21,1.00,2.45,1.61,20,1.00,Stadthagen-Gonzalez2017,6.90,1.25,20,1.00,Stadthagen-Gonzalez2017,1.25,0.79,20,1.00,Stadthagen-Gonzalez2018,3.15,1.18,20,1.00,Stadthagen-Gonzalez2018,3.35,1.23,20,1.00,Stadthagen-Gonzalez2018,3.70,0.86,20,1.00,Stadthagen-Gonzalez2018,3.25,1.29,20,1.00,NEW,6.58,2.12,50,#NA,Alonso2015,3.77,1.80,22,1.00,NEW,4.27,ADJECTIVE,2.55,horror,4,0,fear,0.253
horror,,3.73,1.52,22,1.00,2.20,1.20,20,1.00,Stadthagen-Gonzalez2017,7.00,2.15,20,1.00,Stadthagen-Gonzalez2017,1.13,0.51,30,#NA,Ferré2017,1.77,1.14,30,#NA,Ferré2017,2.27,1.36,30,#NA,Ferré2017,4.17,1.32,30,#NA,Ferré2017,2.20,1.06,30,#NA,Ferré2017,6.38,2.14,50,#NA,Alonso2015,4.07,#NA,#NA,#NA,Duchon2013,4.28,NOUN,2.80,horror,1,1,fear,0.465
horrorizado,,4.27,0.77,22,1.00,2.08,1.55,26,1.00,NEW,2.04,1.28,26,1.00,NEW,1.00,0.00,20,1.00,NEW,2.45,1.28,20,1.00,NEW,3.05,1.32,21,1.00,NEW,4.14,0.89,22,1.00,NEW,3.33,1.43,21,1.00,NEW,7.35,1.90,20,1.00,NEW,5.14,1.39,21,1.00,NEW,3.19,ADJECTIVE,2.92,horror,3,0,fear,0.350
horrorizarse,,3.50,1.30,22,1.00,1.95,1.23,20,1.00,NEW,7.79,0.98,24,1.00,NEW,1.35,0.93,20,1.00,NEW,1.83,1.11,23,1.00,NEW,2.75,1.02,20,1.00,NEW,4.10,0.83,21,1.00,NEW,3.85,1.27,20,1.00,NEW,8.05,1.60,21,1.00,NEW,4.00,1.35,22,1.00,NEW,1.55,VERB,3.05,horror,2,0,fear,0.309
horroroso,,2.45,1.43,20,1.00,2.20,1.24,20,1.00,Stadthagen-Gonzalez2017,7.00,1.17,20,1.00,Stadthagen-Gonzalez2017,1.07,0.37,30,#NA,Hinojosa2016_BRM,3.10,1.40,30,#NA,Hinojosa2016_BRM,2.37,1.43,30,#NA,Hinojosa2016_BRM,3.27,1.44,30,#NA,Hinojosa2016_BRM,2.00,1.17,30,#NA,Hinojosa2016_BRM,6.57,2.67,30,#NA,Hinojosa2016_PLoS,3.30,1.65,30,#NA,Hinojosa2016_BRM,3.17,ADJECTIVE,2.80,horror,2,0,fear,0.323
hostil,,3.24,1.30,21,1.00,3.30,1.60,20,1.00,Stadthagen-Gonzalez2017,6.00,1.84,20,1.00,Stadthagen-Gonzalez2017,1.21,0.56,29,#NA,Ferré2017,2.45,1.21,29,#NA,Ferré2017,3.10,1.32,29,#NA,Ferré2017,3.03,1.35,29,#NA,Ferré2017,2.83,1.47,29,#NA,Ferré2017,9.72,1.47,50,#NA,Alonso2015,4.52,1.48,25,1.00,NEW,3.85,ADJECTIVE,1.70,hostil,2,0,anger,0.248
hostilidad,,2.95,1.53,21,1.00,3.35,1.76,20,1.00,Stadthagen-Gonzalez2017,6.25,2.36,20,1.00,Stadthagen-Gonzalez2017,1.21,0.63,20,0.95,Stadthagen-Gonzalez2018,2.80,1.51,20,1.00,Stadthagen-Gonzalez2018,3.38,1.40,21,1.00,NEW,2.40,1.19,20,1.00,Stadthagen-Gonzalez2018,2.74,1.48,20,0.95,Stadthagen-Gonzalez2018,9.80,1.63,50,#NA,Alonso2015,4.23,#NA,#NA,#NA,Duchon2013,3.74,NOUN,1.65,hostil,1,1,anger,0.288
humillación,,3.05,1.72,21,1.00,1.95,1.00,20,1.00,Stadthagen-Gonzalez2017,7.60,0.94,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,30,#NA,Hinojosa2016_BRM,3.50,1.46,30,#NA,Hinojosa2016_BRM,4.10,1.03,30,#NA,Hinojosa2016_BRM,3.60,1.30,30,#NA,Hinojosa2016_BRM,4.43,0.73,30,#NA,Hinojosa2016_BRM,8.04,1.55,23,1.00,NEW,4.56,1.61,25,1.00,NEW,3.70,NOUN,3.05,humillar,4,0,sadness,0.295
humillado,,3.57,1.29,21,1.00,1.85,0.99,20,1.00,Stadthagen-Gonzalez2017,7.45,1.43,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,3.05,1.50,20,1.00,Stadthagen-Gonzalez2018,4.48,0.87,21,1.00,NEW,3.05,1.36,20,1.00,Stadthagen-Gonzalez2018,4.25,0.97,20,1.00,NEW,8.62,1.94,21,1.00,NEW,4.71,1.71,21,1.00,NEW,3.38,ADJECTIVE,3.15,humillar,4,0,anger,0.321
humillante,,2.86,1.56,21,1.00,2.00,1.89,20,1.00,Stadthagen-Gonzalez2017,6.85,1.39,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,3.00,1.38,20,1.00,Stadthagen-Gonzalez2018,3.80,1.01,20,1.00,Stadthagen-Gonzalez2018,3.20,1.15,20,1.00,Stadthagen-Gonzalez2018,3.75,1.12,20,1.00,Stadthagen-Gonzalez2018,9.10,1.58,21,1.00,NEW,4.76,1.51,21,1.00,NEW,3.49,ADJECTIVE,3.00,humillar,4,0,anger,0.287
humillarse,,2.59,1.50,22,1.00,1.60,0.94,20,1.00,NEW,6.71,1.40,24,1.00,NEW,1.20,0.70,20,1.00,NEW,2.57,1.31,23,1.00,NEW,3.65,1.31,20,1.00,NEW,3.38,1.40,21,1.00,NEW,4.45,0.94,20,1.00,NEW,8.62,1.63,21,1.00,NEW,4.13,1.66,23,1.00,NEW,2.55,VERB,3.40,humillar,3,0,sadness,0.317
humor,,2.95,1.61,20,1.00,7.93,1.19,20,1.00,Stadthagen-Gonzalez2017,6.75,1.68,20,1.00,Stadthagen-Gonzalez2017,4.47,0.78,30,#NA,Ferré2017,1.10,0.40,30,#NA,Ferré2017,1.57,1.19,30,#NA,Ferré2017,1.30,0.88,30,#NA,Ferré2017,1.53,1.17,30,#NA,Ferré2017,7.16,1.92,50,#NA,Alonso2015,3.14,#NA,#NA,#NA,Duchon2013,4.48,NOUN,2.93,humor,1,1,happiness,0.678
huraño,,2.50,1.43,21,0.48,2.94,1.39,26,0.69,NEW,2.86,2.35,26,0.54,NEW,1.50,0.71,20,0.50,NEW,3.00,1.22,20,0.65,NEW,2.75,1.28,21,0.38,NEW,2.11,1.05,22,0.41,NEW,3.00,1.41,21,0.38,NEW,10.71,0.61,23,0.61,NEW,5.50,1.87,21,0.67,NEW,2.76,ADJECTIVE,2.06,huraño,2,0,disgust + sadness,0.204
ilusión,,3.76,1.41,21,1.00,8.10,1.29,20,1.00,Stadthagen-Gonzalez2017,6.45,2.33,20,1.00,Stadthagen-Gonzalez2017,4.47,0.68,30,#NA,Hinojosa2016_BRM,1.13,0.43,30,#NA,Hinojosa2016_BRM,1.20,0.66,30,#NA,Hinojosa2016_BRM,1.53,1.04,30,#NA,Hinojosa2016_BRM,1.13,0.51,30,#NA,Hinojosa2016_BRM,6.32,2.13,50,#NA,Alonso2015,3.37,#NA,#NA,#NA,Duchon2013,4.37,NOUN,3.10,ilusión,1,1,happiness,0.749
ilusionado,,4.43,0.75,21,1.00,7.97,1.13,30,#NA,Hinojosa2016_BRM,6.53,2.26,30,#NA,Hinojosa2016_BRM,4.40,0.72,30,#NA,Hinojosa2016_BRM,1.13,0.57,30,#NA,Hinojosa2016_BRM,1.07,0.37,30,#NA,Hinojosa2016_BRM,1.60,0.93,30,#NA,Hinojosa2016_BRM,1.23,0.68,30,#NA,Hinojosa2016_BRM,7.14,2.44,30,#NA,Hinojosa2016_PLoS,4.92,1.64,30,#NA,Hinojosa2016_BRM,2.92,ADJECTIVE,2.97,ilusión,1,1,happiness,0.752
ilusionarse,,3.57,1.33,21,1.00,7.60,1.27,20,1.00,NEW,7.27,1.96,22,1.00,NEW,4.80,0.52,20,1.00,NEW,1.10,0.45,20,1.00,NEW,1.52,0.81,21,1.00,NEW,1.75,1.07,20,1.00,NEW,1.10,0.45,20,1.00,NEW,6.90,2.02,21,1.00,NEW,4.13,1.66,23,1.00,NEW,2.15,VERB,2.60,ilusión,1,1,happiness,0.702
impaciencia,,3.10,1.48,21,1.00,3.45,1.15,20,1.00,Stadthagen-Gonzalez2017,6.70,1.34,20,1.00,Stadthagen-Gonzalez2017,1.27,0.83,30,#NA,Hinojosa2016_BRM,1.50,0.68,30,#NA,Hinojosa2016_BRM,2.97,1.35,30,#NA,Hinojosa2016_BRM,2.13,1.28,30,#NA,Hinojosa2016_BRM,1.77,1.04,30,#NA,Hinojosa2016_BRM,8.96,1.93,50,#NA,Alonso2015,3.56,#NA,#NA,#NA,Duchon2013,3.91,NOUN,1.55,(im)paciente,0,0,anger,0.366
impacientarse,,3.52,1.47,21,1.00,3.25,0.91,20,1.00,NEW,7.00,1.75,22,1.00,NEW,1.45,0.76,20,1.00,NEW,1.85,1.09,20,1.00,NEW,3.24,1.04,21,1.00,NEW,2.05,0.94,20,1.00,NEW,1.95,1.00,20,1.00,NEW,7.48,2.09,21,1.00,NEW,4.72,1.77,25,1.00,NEW,2.49,VERB,1.75,(im)paciente,1,1,anger,0.323
impaciente,,3.00,1.45,22,1.00,3.70,1.30,20,1.00,Stadthagen-Gonzalez2017,6.45,1.64,20,1.00,Stadthagen-Gonzalez2017,1.60,0.68,20,1.00,Stadthagen-Gonzalez2018,1.85,1.23,20,1.00,Stadthagen-Gonzalez2018,2.85,1.18,20,1.00,Stadthagen-Gonzalez2018,1.80,1.15,20,1.00,Stadthagen-Gonzalez2018,2.25,1.07,20,1.00,Stadthagen-Gonzalez2018,6.81,2.09,21,1.00,NEW,4.76,1.79,25,1.00,NEW,3.69,ADJECTIVE,1.30,(im)paciente,0,0,anger,0.234
impactado,,3.65,1.14,20,1.00,4.00,1.78,20,1.00,NEW,7.13,0.68,24,1.00,NEW,2.10,0.91,20,1.00,NEW,1.17,0.49,23,1.00,NEW,2.15,1.04,20,1.00,NEW,2.81,1.21,21,1.00,NEW,2.40,1.27,20,1.00,NEW,8.55,1.43,20,1.00,NEW,4.24,1.51,25,1.00,NEW,2.87,ADJECTIVE,1.00,impacto,0,0,fear,0.290
impactarse,,3.43,1.33,21,1.00,3.85,1.87,20,1.00,NEW,7.75,0.97,20,1.00,NEW,2.70,1.17,20,1.00,NEW,1.52,0.80,27,1.00,NEW,2.57,1.47,21,1.00,NEW,2.45,1.10,20,1.00,NEW,2.45,1.23,20,1.00,NEW,8.95,1.60,21,1.00,NEW,4.48,1.47,21,1.00,NEW,0.51,VERB,1.15,impacto,0,0,happiness,0.177
impacto,,2.24,1.55,21,1.00,3.75,1.65,20,1.00,Stadthagen-Gonzalez2017,6.75,1.62,20,1.00,Stadthagen-Gonzalez2017,1.70,0.86,20,1.00,Stadthagen-Gonzalez2018,1.30,0.66,20,1.00,Stadthagen-Gonzalez2018,2.15,1.09,20,1.00,Stadthagen-Gonzalez2018,2.40,1.23,20,1.00,Stadthagen-Gonzalez2018,2.40,1.31,20,1.00,Stadthagen-Gonzalez2018,8.10,2.00,21,1.00,NEW,4.20,#NA,#NA,#NA,Duchon2013,4.69,NOUN,1.25,impacto,0,0,fear + sadness,0.222
impasible,,2.41,1.18,20,0.85,3.94,1.35,20,0.90,Stadthagen-Gonzalez2017,6.24,1.20,20,0.85,Stadthagen-Gonzalez2017,1.44,0.62,20,0.90,Stadthagen-Gonzalez2018,1.95,1.15,20,1.00,Stadthagen-Gonzalez2018,2.33,1.08,20,0.90,Stadthagen-Gonzalez2018,1.95,1.13,20,0.95,Stadthagen-Gonzalez2018,2.12,0.99,20,0.85,Stadthagen-Gonzalez2018,10.38,0.96,21,0.76,NEW,4.37,1.86,21,0.90,NEW,3.55,ADJECTIVE,1.06,impasible,0,0,anger,0.186
imperturbable,,1.58,0.84,22,0.86,6.11,1.85,20,0.95,Stadthagen-Gonzalez2017,6.10,1.59,20,1.00,Stadthagen-Gonzalez2017,1.80,1.20,20,1.00,Stadthagen-Gonzalez2018,1.26,0.65,20,0.95,Stadthagen-Gonzalez2018,1.35,0.75,20,1.00,Stadthagen-Gonzalez2018,1.65,0.99,20,1.00,Stadthagen-Gonzalez2018,1.63,0.90,20,0.95,Stadthagen-Gonzalez2018,10.68,0.67,20,0.95,NEW,3.86,1.83,25,0.88,NEW,3.16,ADJECTIVE,1.11,(im)(per)turbar,0,0,happiness,0.201
importante,,1.60,0.94,20,1.00,7.15,1.39,20,1.00,Stadthagen-Gonzalez2017,7.25,1.33,20,1.00,Stadthagen-Gonzalez2017,3.00,1.41,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,1.35,0.59,20,1.00,Stadthagen-Gonzalez2018,2.57,1.16,21,1.00,NEW,1.45,0.89,20,1.00,Stadthagen-Gonzalez2018,5.16,1.72,50,#NA,Alonso2015,4.48,1.95,23,1.00,NEW,5.61,ADJECTIVE,2.15,importante,1,1,happiness,0.441
impotencia,,3.25,1.74,20,1.00,2.80,1.11,20,1.00,Stadthagen-Gonzalez2017,6.95,2.21,20,1.00,Stadthagen-Gonzalez2017,1.03,0.18,30,#NA,Ferré2017,1.57,1.01,30,#NA,Ferré2017,3.60,1.35,30,#NA,Ferré2017,2.67,1.21,30,#NA,Ferré2017,3.37,1.10,30,#NA,Ferré2017,9.88,1.56,50,#NA,Alonso2015,3.49,#NA,#NA,#NA,Duchon2013,3.86,NOUN,2.20,(im)potencia,2,0,anger,0.355
